Time,Variable,Value,,,,,
12:11:43 PM,Vehicle State 4 (Speed),8.3916791,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.77777778,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07398063306685,-89.40140014097125",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),32.78368747,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.66666667,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07397667129089,-89.40145287026904",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),29.29624663,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.55555556,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07391299058551,-89.40147052554738",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),24.40652547,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.44444444,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07390984239541,-89.40151476407456",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),28.85494192,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.33333333,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07391118191948,-89.40151585551108",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),0.655981622,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.22222222,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07389552307107,-89.40149242037832",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),33.0482331,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11.11111111,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07389338795095,-89.40150412655295",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),4.942215399,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,11,,,,,
12:11:43 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:43 PM,GPS Location,"43.07388726275825,-89.40152690715337",,,,,
12:11:43 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:43 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:43 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:43 PM,Vehicle State 4 (Speed),9.294470962,,,,,
12:11:43 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:43 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:43 PM,Accessory A Type,Front Plow,,,,,
12:11:43 PM,Accessory A State,UP,,,,,
12:11:43 PM,Accessory B Type,Rear Spreader,,,,,
12:11:43 PM,Accessory B State,Medium,,,,,
12:11:43 PM,Accessory B Fill Level,10.88888889,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.073917056257706,-89.40155113223135",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),17.75410829,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.77777778,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.073953748510206,-89.40156205107215",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),13.09575573,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.66666667,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.073948346885174,-89.4015563430173",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),2.418055644,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.55555556,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.07397403731845,-89.40150867703996",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),16.72797499,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.44444444,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.07392416621195,-89.40145694723685",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),33.86244525,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.33333333,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.0739279907456,-89.40145123128069",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),2.955136687,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.22222222,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.073881307050975,-89.40140468041977",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),27.30165508,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10.11111111,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.07392624129607,-89.40144854904953",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),18.1121245,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,10,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.07393153358011,-89.40145672311368",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),3.679333582,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,9.888888889,,,,,
12:11:44 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:44 PM,GPS Location,"43.07388974086587,-89.4014851720804",,,,,
12:11:44 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:44 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:44 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:44 PM,Vehicle State 4 (Speed),29.8447719,,,,,
12:11:44 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:44 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:44 PM,Accessory A Type,Front Plow,,,,,
12:11:44 PM,Accessory A State,UP,,,,,
12:11:44 PM,Accessory B Type,Rear Spreader,,,,,
12:11:44 PM,Accessory B State,Medium,,,,,
12:11:44 PM,Accessory B Fill Level,9.777777778,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.07388818941682,-89.40148559214646",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),0.674926281,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.666666667,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.073926483184934,-89.40151861407523",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),21.98763772,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.555555556,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.07392596849483,-89.40148105601922",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),13.93420114,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.444444444,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.073915807247886,-89.40148653119118",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),5.817015076,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.333333333,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.0739047052564,-89.40149906193506",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),5.640268636,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.222222222,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.073942699721705,-89.40151965947423",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),20.20493378,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9.111111111,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.07394815327559,-89.40152979247277",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),7.929844327,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,9,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.073893750274635,-89.40152638327325",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),22.73463526,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,8.888888889,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.07385727435222,-89.40150992916651",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),16.12569335,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,8.777777778,,,,,
12:11:45 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:45 PM,GPS Location,"43.07379814788276,-89.40153524798505",,,,,
12:11:45 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:45 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:45 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:45 PM,Vehicle State 4 (Speed),30.68358243,,,,,
12:11:45 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:45 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:45 PM,Accessory A Type,Front Plow,,,,,
12:11:45 PM,Accessory A State,UP,,,,,
12:11:45 PM,Accessory B Type,Rear Spreader,,,,,
12:11:45 PM,Accessory B State,Medium,,,,,
12:11:45 PM,Accessory B Fill Level,8.666666667,,,,,
12:11:46 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:46 PM,GPS Location,"43.073743154182,-89.40153480344992",,,,,
12:11:46 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:46 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:46 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:46 PM,Vehicle State 4 (Speed),25.73748967,,,,,
12:11:46 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:46 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:46 PM,Accessory A Type,Front Plow,,,,,
12:11:46 PM,Accessory A State,UP,,,,,
12:11:46 PM,Accessory B Type,Rear Spreader,,,,,
12:11:46 PM,Accessory B State,Medium,,,,,
12:11:46 PM,Accessory B Fill Level,8.555555556,,,,,
12:11:46 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:46 PM,GPS Location,"43.07369396688331,-89.40158687493475",,,,,
12:11:46 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:46 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:46 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:46 PM,Vehicle State 4 (Speed),21.14535055,,,,,
12:11:46 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:46 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:46 PM,Accessory A Type,Front Plow,,,,,
12:11:46 PM,Accessory A State,UP,,,,,
12:11:46 PM,Accessory B Type,Rear Spreader,,,,,
12:11:46 PM,Accessory B State,Medium,,,,,
12:11:46 PM,Accessory B Fill Level,8.444444444,,,,,
12:11:46 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:46 PM,GPS Location,"43.07368153292011,-89.40163434717955",,,,,
12:11:46 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:46 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:46 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:46 PM,Vehicle State 4 (Speed),23.87786517,,,,,
12:11:46 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:46 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:46 PM,Accessory A Type,Front Plow,,,,,
12:11:46 PM,Accessory A State,UP,,,,,
12:11:46 PM,Accessory B Type,Rear Spreader,,,,,
12:11:46 PM,Accessory B State,Medium,,,,,
12:11:46 PM,Accessory B Fill Level,8.333333333,,,,,
12:11:46 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:46 PM,GPS Location,"43.07364607233616,-89.40167813605025",,,,,
12:11:46 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:46 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:46 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:46 PM,Vehicle State 4 (Speed),17.29926753,,,,,
12:11:46 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:46 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:46 PM,Accessory A Type,Front Plow,,,,,
12:11:46 PM,Accessory A State,UP,,,,,
12:11:46 PM,Accessory B Type,Rear Spreader,,,,,
12:11:46 PM,Accessory B State,Medium,,,,,
12:11:46 PM,Accessory B Fill Level,8.222222222,,,,,
12:11:46 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:46 PM,GPS Location,"43.073648604289325,-89.40167921985089",,,,,
12:11:46 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:46 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:46 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:46 PM,Vehicle State 4 (Speed),1.684698361,,,,,
12:11:46 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:46 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:46 PM,Accessory A Type,Front Plow,,,,,
12:11:46 PM,Accessory A State,UP,,,,,
12:11:46 PM,Accessory B Type,Rear Spreader,,,,,
12:11:46 PM,Accessory B State,Medium,,,,,
